id,title,repository,workstream,workstream_title,subsystem,suggested_lane,classification,parallelism,prerequisites,write_scope,completion_condition
CS-JBC-Q05,Define graph-family identity and workload distribution,CellShard,CSGLOBAL,CellShard global operation graph and portable schedule compiler,compiler/graph and compiler/schedule,CS-JBC-L-GLOBAL-IR,settled required mechanism,Serial within CS-JBC-L-GLOBAL-IR; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CS-JBC-Q04,[proposed] include/CellShard/compiler/graph/;[proposed] include/CellShard/compiler/schedule/;[proposed] src/compiler/graph/;[proposed] src/compiler/schedule/;[proposed] tests/jbc/global_ir/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-Q06,Implement compact parameterized graph recipes,CellShard,CSGLOBAL,CellShard global operation graph and portable schedule compiler,compiler/graph and compiler/schedule,CS-JBC-L-GLOBAL-IR,settled required mechanism,Serial within CS-JBC-L-GLOBAL-IR; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CS-JBC-Q05,[proposed] include/CellShard/compiler/graph/;[proposed] include/CellShard/compiler/schedule/;[proposed] src/compiler/graph/;[proposed] src/compiler/schedule/;[proposed] tests/jbc/global_ir/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-Q07,Define candidate physical-graph realizations,CellShard,CSGLOBAL,CellShard global operation graph and portable schedule compiler,compiler/graph and compiler/schedule,CS-JBC-L-GLOBAL-IR,settled required mechanism,Serial within CS-JBC-L-GLOBAL-IR; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CS-JBC-Q06,[proposed] include/CellShard/compiler/graph/;[proposed] include/CellShard/compiler/schedule/;[proposed] src/compiler/graph/;[proposed] src/compiler/schedule/;[proposed] tests/jbc/global_ir/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-Q08,Define the portable schedule artifact,CellShard,CSGLOBAL,CellShard global operation graph and portable schedule compiler,compiler/graph and compiler/schedule,CS-JBC-L-GLOBAL-IR,settled required mechanism,Serial within CS-JBC-L-GLOBAL-IR; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CS-JBC-Q07,[proposed] include/CellShard/compiler/graph/;[proposed] include/CellShard/compiler/schedule/;[proposed] src/compiler/graph/;[proposed] src/compiler/schedule/;[proposed] tests/jbc/global_ir/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-Q09,"Implement exact, relink, retarget, and recompile replay modes",CellShard,CSGLOBAL,CellShard global operation graph and portable schedule compiler,compiler/graph and compiler/schedule,CS-JBC-L-GLOBAL-IR,settled required mechanism,Serial within CS-JBC-L-GLOBAL-IR; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CS-JBC-Q08,[proposed] include/CellShard/compiler/graph/;[proposed] include/CellShard/compiler/schedule/;[proposed] src/compiler/graph/;[proposed] src/compiler/schedule/;[proposed] tests/jbc/global_ir/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-Q10,Define legal graph-rewrite descriptors,CellShard,CSGLOBAL,CellShard global operation graph and portable schedule compiler,compiler/graph and compiler/schedule,CS-JBC-L-GLOBAL-IR,settled required mechanism,Serial within CS-JBC-L-GLOBAL-IR; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CS-JBC-Q09,[proposed] include/CellShard/compiler/graph/;[proposed] include/CellShard/compiler/schedule/;[proposed] src/compiler/graph/;[proposed] src/compiler/schedule/;[proposed] tests/jbc/global_ir/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-Q11,Compile global partial-result trees,CellShard,CSGLOBAL,CellShard global operation graph and portable schedule compiler,compiler/graph and compiler/schedule,CS-JBC-L-GLOBAL-IR,settled required mechanism,Serial within CS-JBC-L-GLOBAL-IR; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CS-JBC-Q10,[proposed] include/CellShard/compiler/graph/;[proposed] include/CellShard/compiler/schedule/;[proposed] src/compiler/graph/;[proposed] src/compiler/schedule/;[proposed] tests/jbc/global_ir/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-Q12,Integrate the exact distributed certificate,CellShard,CSGLOBAL,CellShard global operation graph and portable schedule compiler,compiler/graph and compiler/schedule,CS-JBC-L-GLOBAL-IR,validation/evidence,Serial within CS-JBC-L-GLOBAL-IR; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CS-JBC-Q11,[proposed] include/CellShard/compiler/graph/;[proposed] include/CellShard/compiler/schedule/;[proposed] src/compiler/graph/;[proposed] src/compiler/schedule/;[proposed] tests/jbc/global_ir/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-Q13,Serialize global IR and emit profiler identities,CellShard,CSGLOBAL,CellShard global operation graph and portable schedule compiler,compiler/graph and compiler/schedule,CS-JBC-L-GLOBAL-IR,settled required mechanism,Serial within CS-JBC-L-GLOBAL-IR; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CS-JBC-Q12,[proposed] include/CellShard/compiler/graph/;[proposed] include/CellShard/compiler/schedule/;[proposed] src/compiler/graph/;[proposed] src/compiler/schedule/;[proposed] tests/jbc/global_ir/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-Q14,Implement a mock non-Cellerator operation provider,CellShard,CSGLOBAL,CellShard global operation graph and portable schedule compiler,compiler/graph and compiler/schedule,CS-JBC-L-GLOBAL-IR,settled required mechanism,Serial within CS-JBC-L-GLOBAL-IR; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CS-JBC-Q13,[proposed] include/CellShard/compiler/graph/;[proposed] include/CellShard/compiler/schedule/;[proposed] src/compiler/graph/;[proposed] src/compiler/schedule/;[proposed] tests/jbc/global_ir/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-RT01,Define the immutable topology profile,CellShard,CSRUNTIME,"CellShard topology, I/O, transport, residency, and runtime lowering",runtime/v2,CS-JBC-L-RUNTIME,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-RUNTIME; parallel with other provider/workstream lanes after JBC-G5-PARTIAL-ARTIFACT.,CS-JBC-Q14;CS-JBC-ST20,[proposed] include/CellShard/runtime/v2/;[proposed] src/runtime/v2/;[proposed] tests/jbc/runtime/;[proposed] bench/jbc/runtime/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-RT02,Define logical nodes and NUMA ownership,CellShard,CSRUNTIME,"CellShard topology, I/O, transport, residency, and runtime lowering",runtime/v2,CS-JBC-L-RUNTIME,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-RUNTIME; parallel with other provider/workstream lanes after JBC-G5-PARTIAL-ARTIFACT.,CS-JBC-RT01,[proposed] include/CellShard/runtime/v2/;[proposed] src/runtime/v2/;[proposed] tests/jbc/runtime/;[proposed] bench/jbc/runtime/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-RT03,Define storage endpoints and access policy,CellShard,CSRUNTIME,"CellShard topology, I/O, transport, residency, and runtime lowering",runtime/v2,CS-JBC-L-RUNTIME,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-RUNTIME; parallel with other provider/workstream lanes after JBC-G5-PARTIAL-ARTIFACT.,CS-JBC-RT02,[proposed] include/CellShard/runtime/v2/;[proposed] src/runtime/v2/;[proposed] tests/jbc/runtime/;[proposed] bench/jbc/runtime/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-RT04,Implement topology and route cost calibration records,CellShard,CSRUNTIME,"CellShard topology, I/O, transport, residency, and runtime lowering",runtime/v2,CS-JBC-L-RUNTIME,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-RUNTIME; parallel with other provider/workstream lanes after JBC-G5-PARTIAL-ARTIFACT.,CS-JBC-RT03,[proposed] include/CellShard/runtime/v2/;[proposed] src/runtime/v2/;[proposed] tests/jbc/runtime/;[proposed] bench/jbc/runtime/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-RT05,Define asynchronous multi-range atom-source ABI,CellShard,CSRUNTIME,"CellShard topology, I/O, transport, residency, and runtime lowering",runtime/v2,CS-JBC-L-RUNTIME,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-RUNTIME; parallel with other provider/workstream lanes after JBC-G5-PARTIAL-ARTIFACT.,CS-JBC-RT04,[proposed] include/CellShard/runtime/v2/;[proposed] src/runtime/v2/;[proposed] tests/jbc/runtime/;[proposed] bench/jbc/runtime/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-RT06,Implement the synchronous exact-read baseline,CellShard,CSRUNTIME,"CellShard topology, I/O, transport, residency, and runtime lowering",runtime/v2,CS-JBC-L-RUNTIME,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-RUNTIME; parallel with other provider/workstream lanes after JBC-G5-PARTIAL-ARTIFACT.,CS-JBC-RT05,[proposed] include/CellShard/runtime/v2/;[proposed] src/runtime/v2/;[proposed] tests/jbc/runtime/;[proposed] bench/jbc/runtime/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-RT07,Implement an asynchronous multi-range file provider,CellShard,CSRUNTIME,"CellShard topology, I/O, transport, residency, and runtime lowering",runtime/v2,CS-JBC-L-RUNTIME,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-RUNTIME; parallel with other provider/workstream lanes after JBC-G5-PARTIAL-ARTIFACT.,CS-JBC-RT06,[proposed] include/CellShard/runtime/v2/;[proposed] src/runtime/v2/;[proposed] tests/jbc/runtime/;[proposed] bench/jbc/runtime/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-RT08,Implement range coalescing and read planning,CellShard,CSRUNTIME,"CellShard topology, I/O, transport, residency, and runtime lowering",runtime/v2,CS-JBC-L-RUNTIME,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-RUNTIME; parallel with other provider/workstream lanes after JBC-G5-PARTIAL-ARTIFACT.,CS-JBC-RT07,[proposed] include/CellShard/runtime/v2/;[proposed] src/runtime/v2/;[proposed] tests/jbc/runtime/;[proposed] bench/jbc/runtime/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-RT09,Implement NUMA-local pinned staging pools,CellShard,CSRUNTIME,"CellShard topology, I/O, transport, residency, and runtime lowering",runtime/v2,CS-JBC-L-RUNTIME,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-RUNTIME; parallel with other provider/workstream lanes after JBC-G5-PARTIAL-ARTIFACT.,CS-JBC-RT08,[proposed] include/CellShard/runtime/v2/;[proposed] src/runtime/v2/;[proposed] tests/jbc/runtime/;[proposed] bench/jbc/runtime/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-RT10,Define the source-linked transport-provider registry,CellShard,CSRUNTIME,"CellShard topology, I/O, transport, residency, and runtime lowering",runtime/v2,CS-JBC-L-RUNTIME,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-RUNTIME; parallel with other provider/workstream lanes after JBC-G5-PARTIAL-ARTIFACT.,CS-JBC-RT09,[proposed] include/CellShard/runtime/v2/;[proposed] src/runtime/v2/;[proposed] tests/jbc/runtime/;[proposed] bench/jbc/runtime/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-RT11,Implement same-device alias and CUDA P2P providers,CellShard,CSRUNTIME,"CellShard topology, I/O, transport, residency, and runtime lowering",runtime/v2,CS-JBC-L-RUNTIME,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-RUNTIME; parallel with other provider/workstream lanes after JBC-G5-PARTIAL-ARTIFACT.,CS-JBC-RT10,[proposed] include/CellShard/runtime/v2/;[proposed] src/runtime/v2/;[proposed] tests/jbc/runtime/;[proposed] bench/jbc/runtime/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
